   9.2202955279158695E-021   9.2202965741387134E-021   9.2202976230996850E-021   9.2202986751216184E-021   9.2202997305772908E-021   9.2203007898992539E-021   9.2203018535919647E-021   9.2203029222470641E-021   9.2203039965627771E-021   9.2203050773692907E-021   9.2203061656645648E-021   9.2203072626752542E-021   9.2203083699993345E-021   9.2203094900522575E-021   9.2203106276542151E-021   9.2203117957448924E-021   9.2203130352022957E-021   9.2203144798646727E-021   9.2203165569218915E-021   9.2203205649987428E-021   9.2203302310431375E-021   9.2203556145915965E-021   9.2204221960131650E-021   9.2205904346111310E-021   9.2209944661892523E-021   9.2219119408325890E-021   9.2238775729599903E-021   9.2278459976209613E-021   9.2353892805776020E-021   9.2488779793010264E-021   9.2715476935581176E-021   9.3073145957614239E-021   9.3602039440595286E-021   9.4333253757907839E-021   9.5274806006541498E-021   9.6397033279003877E-021   9.7622466903712404E-021   9.8826417196206702E-021   9.9853085749638810E-021   1.0054708694113006E-020   1.0079272708061881E-020   1.0054710910324805E-020   9.9853130046590369E-021   9.8826483497043609E-021   9.7622554909465210E-021   9.6397142488437684E-021   9.5274935793514739E-021   9.4333403465321865E-021   9.3602208532520774E-021   9.3073334102240589E-021   9.2715684030179373E-021   9.2489005922827868E-021   9.2354138180529497E-021   9.2278724850721628E-021   9.2239060345902418E-021   9.2219423961885839E-021   9.2210269292826033E-021   9.2206249144998207E-021   9.2204586980414821E-021   9.2203941416552412E-021   9.2203707845940490E-021   9.2203631457117623E-021   9.2203611650889494E-021   9.2203611156034719E-021   9.2203616985572063E-021   9.2203624867315431E-021   9.2203633462777651E-021   9.2203642363143049E-021   9.2203651439003367E-021   9.2203660642153390E-021   9.2203669948437654E-021   9.2203679341876161E-021   9.2203688810202302E-021   9.2203698343436510E-021   9.2203707933276824E-021   9.2203717572741039E-021   9.2203727255912851E-021   9.2203736977747451E-021   9.2203746733919575E-021   9.2203756520701302E-021   9.2203766334864336E-021
   9.2202961284821203E-021   9.2202972071266152E-021   9.2202982912486819E-021   9.2202993814941406E-021   9.2203004786087475E-021   9.2203015834578092E-021   9.2203026970504996E-021   9.2203038205703930E-021   9.2203049554142894E-021   9.2203061032429801E-021   9.2203072660528824E-021   9.2203084462979231E-021   9.2203096471748465E-021   9.2203108735157731E-021   9.2203121349634911E-021   9.2203134574038561E-021   9.2203149226133343E-021   9.2203167983354135E-021   9.2203199391637825E-021   9.2203269429993814E-021   9.2203452656159237E-021   9.2203950312231436E-021   9.2205272140588822E-021   9.2208627678940620E-021   9.2216700601824767E-021   9.2235046793697997E-021   9.2274370098462170E-021   9.2353796002683392E-021   9.2504874159219672E-021   9.2775343992806606E-021   9.3230804302662435E-021   9.3951676309830488E-021   9.5022740505753554E-021   9.6513529874390795E-021   9.8450250663465733E-021   1.0078374950627232E-020   1.0336307632654329E-020   1.0592893014963583E-020   1.0814181667934691E-020   1.0965062755925141E-020   1.1018716510887230E-020   1.0965065178341925E-020   1.0814186506473789E-020   1.0592900239744125E-020   1.0336317176726903E-020   1.0078386704978386E-020   9.8450388989994397E-021   9.6513687641942295E-021   9.5022916653475948E-021   9.3951870204951654E-021   9.3231015771994838E-021   9.2775573230683334E-021   9.2505121599131909E-021   9.2354062161168950E-021   9.2274655462486478E-021   9.2235351755273051E-021   9.2217025441552480E-021   9.2208972578105650E-021   9.2205637206122229E-021   9.2204335602065508E-021   9.2203858199340699E-021   9.2203695240023045E-021   9.2203645474354815E-021   9.2203634341113636E-021   9.2203635859822891E-021   9.2203641483970851E-021   9.2203648535913158E-021   9.2203656197813850E-021   9.2203664210791679E-021   9.2203672478412053E-021   9.2203680952351946E-021   9.2203689600643387E-021   9.2203698398747006E-021   9.2203707326698658E-021   9.2203716367890325E-021   9.2203725508354067E-021   9.2203734736254231E-021   9.2203744041498868E-021   9.2203753415435138E-021   9.2203762850605327E-021   9.2203772340551295E-021
   9.2202967293486944E-021   9.2202978404310540E-021   9.2202989597318021E-021   9.2203000882199040E-021   9.2203012270142785E-021   9.2203023774132129E-021   9.2203035409308404E-021   9.2203047193429706E-021   9.2203059147453282E-021   9.2203071296297206E-021   9.2203083669915255E-021   9.2203096305125537E-021   9.2203109249891232E-021   9.2203122576712271E-021   9.2203136430266694E-021   9.2203151198939489E-021   9.2203168109684652E-021   9.2203191179659748E-021   9.2203233230980362E-021   9.2203333241934376E-021   9.2203603077305281E-021   9.2204344677316389E-021   9.2206322858106621E-021   9.2211352453932334E-021   9.2223460415091139E-021   9.2250984895711272E-021   9.2309996010577146E-021   9.2429231248006005E-021   9.2656178016349133E-021   9.3062940026733022E-021   9.3749255767754952E-021   9.4838944757732903E-021   9.6465731748410667E-021   9.8745325824504446E-021   1.0173319858562765E-020   1.0537243575960443E-020   1.0944438460908335E-020   1.1354583088846321E-020   1.1712325897685873E-020   1.1958358566938361E-020   1.2046258391260923E-020   1.1958361214850145E-020   1.1712331182654605E-020   1.1354590959895264E-020   1.0944448805903140E-020   1.0537256217412149E-020   1.0173334588136626E-020   9.8745491949053056E-021   9.6465915130823130E-021   9.4839144498089668E-021   9.3749471656273950E-021   9.3063172391324800E-021   9.2656427528553805E-021   9.2429498693028429E-021   9.2310282123232166E-021   9.2251290265637400E-021   9.2223785463746336E-021   9.2211697453431257E-021   9.2206687968913886E-021   9.2204729986357851E-021   9.2204008628162974E-021   9.2203759054864057E-021   9.2203679314744276E-021   9.2203657537790923E-021   9.2203654743514718E-021   9.2203658108937591E-021   9.2203663616587703E-021   9.2203670039404050E-021   9.2203676988967653E-021   9.2203684320590362E-021   9.2203691961769507E-021   9.2203699864541126E-021   9.2203707992086990E-021   9.2203716314453323E-021   9.2203724806721899E-021   9.2203733447935579E-021   9.2203742220336383E-021   9.2203751108782698E-021   9.2203760100291933E-021   9.2203769183674722E-021   9.2203778349241502E-021
   9.2202973305157407E-021   9.2202984740521865E-021   9.2202996285492110E-021   9.2203007952990830E-021   9.2203019757940733E-021   9.2203031717656621E-021   9.2203043852331990E-021   9.2203056185650226E-021   9.2203068745561312E-021   9.2203081565297681E-021   9.2203094684807694E-021   9.2203108153194439E-021   9.2203122034424836E-021   9.2203136425189672E-021   9.2203151518441246E-021   9.2203167832155860E-021   9.2203187002681624E-021   9.2203214387569345E-021   9.2203267087254999E-021   9.2203397085825077E-021   9.2203753573907500E-021   9.2204739241271906E-021   9.2207374112965706E-021   9.2214078671890420E-021   9.2230224104160124E-021   9.2266933722953856E-021   9.2345653500778511E-021   9.2504765873679301E-021   9.2807805189922261E-021   9.3351572056703477E-021   9.4270851716227187E-021   9.5735042423411061E-021   9.7931373934551303E-021   1.0102988512897392E-020   1.0512734490714242E-020   1.1017249783803353E-020   1.1588679597176750E-020   1.2171465665329329E-020   1.2685569253066736E-020   1.3042199875649988E-020   1.3170210000846959E-020   1.3042202770161053E-020   1.2685575025498808E-020   1.2171474238597864E-020   1.1588690804747839E-020   1.1017263369254952E-020   1.0512750162127674E-020   1.0103005991706151E-020   9.7931564734514022E-021   9.5735248105106923E-021   9.4271072068784753E-021   9.3351807566768938E-021   9.2808056781577191E-021   9.2505034607807451E-021   9.2345940362974529E-021   9.2267239501567343E-021   9.2230549361876175E-021   9.2214423771779043E-021   9.2207739269070437E-021   9.2205124569530537E-021   9.2204159132445260E-021   9.2203822901656684E-021   9.2203713172066363E-021   9.2203680746072390E-021   9.2203673636652268E-021   9.2203674742219804E-021   9.2203678704805047E-021   9.2203683887917140E-021   9.2203689773534480E-021   9.2203696168691283E-021   9.2203702976693092E-021   9.2203710133571949E-021   9.2203717590224616E-021   9.2203725306702732E-021   9.2203733249773667E-021   9.2203741391487575E-021   9.2203749708161190E-021   9.2203758179600714E-021   9.2203766788491631E-021   9.2203775519911099E-021   9.2203784360936429E-021
   9.2202979319834095E-021   9.2202991079901751E-021   9.2203002977010772E-021   9.2203015027318568E-021   9.2203027249483201E-021   9.2203039665153555E-021   9.2203052299577862E-021   9.2203065182367733E-021   9.2203078348469391E-021   9.2203091839433798E-021   9.2203105705208909E-021   9.2203120007188885E-021   9.2203134825352483E-021   9.2203150280593393E-021   9.2203166614162359E-021   9.2203184473691827E-021   9.2203205905128954E-021   9.2203237607088734E-021   9.2203300960470206E-021   9.2203460961681972E-021   9.2203904146003825E-021   9.2205134004199127E-021   9.2208425905446855E-021   9.2216806333619361E-021   9.2236991671502075E-021   9.2282893284022228E-021   9.2381342603946509E-021   9.2580400041514469E-021   9.2959756495024611E-021   9.3641244263059958E-021   9.4795612675302478E-021   9.6640061421226568E-021   9.9420033842798336E-021   1.0336848194106789E-020   1.0863651365947051E-020   1.1519378449712931E-020   1.2271194757169664E-020   1.3047570451300447E-020   1.3740233297326782E-020   1.4224891796147707E-020   1.4399671861402474E-020   1.4224894960348164E-020   1.3740239602020076E-020   1.3047579787486403E-020   1.2271206893503072E-020   1.1519393039454216E-020   1.0863668026156270E-020   1.0336866570921834E-020   9.9420232247222209E-021   9.6640273141746398E-021   9.4795837537153709E-021   9.3641482937460923E-021   9.2960010173311850E-021   9.2580670067322696E-021   9.2381630216595049E-021   9.2283199471659707E-021   9.2237317138412440E-021   9.2217151533953507E-021   9.2208791106872705E-021   9.2205519351684678E-021   9.2204309712225534E-021   9.2203886780416964E-021   9.2203747046329547E-021   9.2203703965963844E-021   9.2203692539240251E-021   9.2203691383821644E-021   9.2203693800568966E-021   9.2203697743356552E-021   9.2203702564495364E-021   9.2203708022717763E-021   9.2203713997125438E-021   9.2203720407738445E-021   9.2203727193162322E-021   9.2203734303449128E-021   9.2203741697047721E-021   9.2203749339012013E-021   9.2203757199730515E-021   9.2203765253954662E-021   9.2203773480035917E-021   9.2203781859316022E-021   9.2203790375637583E-021
   9.2202985337518499E-021   9.2202997422451747E-021   9.2203009671875677E-021   9.2203022105183998E-021   9.2203034744772039E-021   9.2203047616624915E-021   9.2203060751048126E-021   9.2203074183584467E-021   9.2203087956179927E-021   9.2203102118708131E-021   9.2203116731121639E-021   9.2203131867111856E-021   9.2203147622677362E-021   9.2203164142926882E-021   9.2203181717433809E-021   9.2203201123551557E-021   9.2203224817031382E-021   9.2203260838223722E-021   9.2203334850634468E-021   9.2203524869521071E-021   9.2204054793632265E-021   9.2205528966199239E-021   9.2209478235831015E-021   9.2219535439924076E-021   9.2243763119589116E-021   9.2298863587521144E-021   9.2417063355007912E-021   9.2656133913632785E-021   9.3112032749076856E-021   9.3931960844660854E-021   9.5323559315104483E-021   9.7554094869058910E-021   1.0093208436744025E-020   1.0576242181613993E-020   1.1226466233271520E-020   1.2044660853932802E-020   1.2994278465976942E-020   1.3987223577662947E-020   1.4883175242754417E-020   1.5515505895150856E-020   1.5744608681874609E-020   1.5515509354304496E-020   1.4883182128615958E-020   1.3987233742608289E-020   1.2994291602114918E-020   1.2044676511838256E-020   1.1226483931358464E-020   1.0576261489116728E-020   1.0093229056737211E-020   9.7554312727288001E-021   9.5323788731911086E-021   9.3932202702363008E-021   9.3112288521202705E-021   9.2656405233700962E-021   9.2417351719021847E-021   9.2299170184519606E-021   9.2244088795827378E-021   9.2219880740759610E-021   9.2209843482601621E-021   9.2205914332921460E-021   9.2204460367541804E-021   9.2203950691160876E-021   9.2203780937542313E-021   9.2203727197471079E-021   9.2203711451283407E-021   9.2203708033747308E-021   9.2203708903883224E-021   9.2203711605725776E-021   9.2203715361853495E-021   9.2203719882672782E-021   9.2203725023069329E-021   9.2203730687043157E-021   9.2203736800902499E-021   9.2203743304694796E-021   9.2203750148546181E-021   9.2203757290510908E-021   9.2203764695046241E-021   9.2203772331846333E-021   9.2203780174926461E-021   9.2203788201891086E-021   9.2203796393346483E-021
   9.2202991358212139E-021   9.2203003768173464E-021   9.2203016370088511E-021   9.2203029186588911E-021   9.2203042243809143E-021   9.2203055572072689E-021   9.2203069206744888E-021   9.2203083189302687E-021   9.2203097568695328E-021   9.2203112403123253E-021   9.2203127762548622E-021   9.2203143732966314E-021   9.2203160426402677E-021   9.2203178012193613E-021   9.2203196828259359E-021   9.2203217781739250E-021   9.2203243738393646E-021   9.2203284080980132E-021   9.2203368757756289E-021   9.2203588809358397E-021   9.2204205516830839E-021   9.2205924127373458E-021   9.2210531104399280E-021   9.2222265991610039E-021   9.2250538450895242E-021   9.2314844642063782E-021   9.2452815788936192E-021   9.2731967652466217E-021   9.3264634771842138E-021   9.4223726018969862E-021   9.5854712449710777E-021   9.8477236899683890E-021   1.0246790462327118E-020   1.0821304250087105E-020   1.1601588660060131E-020   1.2594176891926608E-020   1.3760364035893975E-020   1.4995069565602268E-020   1.6121833635166422E-020   1.6923951355500948E-020   1.7215931908604225E-020   1.6923955137250945E-020   1.6121841155589152E-020   1.4995080630723616E-020   1.3760378248082033E-020   1.2594193685660522E-020   1.1601607447324264E-020   1.0821324522019721E-020   1.0246811881398070E-020   9.8477460995927247E-021   9.5854946467544653E-021   9.4223971079043178E-021   9.3264892645037246E-021   9.2732240269379756E-021   9.2453104905229648E-021   9.2315151648760521E-021   9.2250864336595057E-021   9.2222611393002875E-021   9.2210896396538296E-021   9.2206309513342144E-021   9.2204611098432062E-021   9.2204014633904491E-021   9.2203814845713163E-021   9.2203750440599931E-021   9.2203730372786460E-021   9.2203724692000948E-021   9.2203724014751610E-021   9.2203725475028257E-021   9.2203728165612078E-021   9.2203731748559304E-021   9.2203736054527503E-021   9.2203740971488672E-021   9.2203746413447541E-021   9.2203752310441950E-021   9.2203758604271170E-021   9.2203765245986232E-021   9.2203772194110218E-021   9.2203779413277502E-021   9.2203786873164934E-021   9.2203794547637870E-021   9.2203802414064648E-021
   9.2202997381916534E-021   9.2203010117068467E-021   9.2203023071650943E-021   9.2203036271535052E-021   9.2203049746596349E-021   9.2203063531498892E-021   9.2203077666670285E-021   9.2203092199524679E-021   9.2203107186017970E-021   9.2203122692681706E-021   9.2203138799492628E-021   9.2203155604755225E-021   9.2203173236531620E-021   9.2203191888397063E-021   9.2203211946642830E-021   9.2203234448259042E-021   9.2203262669220472E-021   9.2203307335363773E-021   9.2203402681844137E-021   9.2203652781210021E-021   9.2204356315637587E-021   9.2206319487823047E-021   9.2211584511432912E-021   9.2224997989483208E-021   9.2257317667896279E-021   9.2330836456271628E-021   9.2488599940751511E-021   9.2807901420758194E-021   9.3417563385433551E-021   9.4516544022145083E-021   9.6389093038214434E-021   9.9409582672285879E-021   1.0402788005227621E-020   1.1072171474272670E-020   1.1989442521509003E-020   1.3169057391348240E-020   1.4572032035016061E-020   1.6076094932535168E-020   1.7464277959941287E-020   1.8461052786768945E-020   1.8825590207308915E-020   1.8461056921363236E-020   1.7464286173215361E-020   1.6076106975290105E-020   1.4572047405074457E-020   1.3169075392581299E-020   1.1989462451562977E-020   1.1072192745470867E-020   1.0402810243334483E-020   9.9409813108287717E-021   9.6389331703561257E-021   9.4516792303764539E-021   9.3417823366953047E-021   9.2808175337108026E-021   9.2488889810239952E-021   9.2331143873004254E-021   9.2257643763191439E-021   9.2225343491489241E-021   9.2211949848964020E-021   9.2206704893047993E-021   9.2204761904934374E-021   9.2204078608663862E-021   9.2203848770850568E-021   9.2203773695356194E-021   9.2203749303754149E-021   9.2203741358586719E-021   9.2203739133177933E-021   9.2203739351267471E-021   9.2203740975774318E-021   9.2203743620380293E-021   9.2203747091502730E-021   9.2203751261077564E-021   9.2203756030799869E-021   9.2203761320692876E-021   9.2203767064224794E-021   9.2203773205439970E-021   9.2203779696924341E-021   9.2203786498249929E-021   9.2203793574753020E-021   9.2203800896557970E-021   9.2203808437793553E-021
   9.2203003408633174E-021   9.2203016469138350E-021   9.2203029776564613E-021   9.2203043360024213E-021   9.2203057253135567E-021   9.2203071494905481E-021   9.2203086130826423E-021   9.2203101214252670E-021   9.2203116808150305E-021   9.2203132987386078E-021   9.2203149841956439E-021   9.2203167482481551E-021   9.2203186053067424E-021   9.2203205771540706E-021   9.2203227072587968E-021   9.2203251123115117E-021   9.2203281609516598E-021   9.2203330601380467E-021   9.2203436622906516E-021   9.2203716785091981E-021   9.2204507190090560E-021   9.2206715047649418E-021   9.2212638457213321E-021   9.2227731434349959E-021   9.2264100773069832E-021   9.2346839038774548E-021   9.2524415845520886E-021   9.2883935381564187E-021   9.3570819414321648E-021   9.4810419109128902E-021   9.6926722185794136E-021   1.0035122838410559E-020   1.0561240253219529E-020   1.1328984312015641E-020   1.2390466507680268E-020   1.3770486540627997E-020   1.5432019277049297E-020   1.7235653561018755E-020   1.8919262508373470E-020   2.0138635307556661E-020   2.0586668643392776E-020   2.0138639828094720E-020   1.8919271478135114E-020   1.7235666665410762E-020   1.5432035892770539E-020   1.3770505825265986E-020   1.2390487636549591E-020   1.1329006618442361E-020   1.0561263330760664E-020   1.0035146526306916E-020   9.6926965545556965E-021   9.4810670631575074E-021   9.3571081511445215E-021   9.2884210599946813E-021   9.2524706469121070E-021   9.2347146865881017E-021   9.2264427078094174E-021   9.2228077037025178E-021   9.2213003840160205E-021   9.2207100472140359E-021   9.2204912787086748E-021   9.2204142615455030E-021   9.2203882712963015E-021   9.2203796961745706E-021   9.2203768244191200E-021   9.2203758033508786E-021   9.2203754259165938E-021   9.2203753234446895E-021   9.2203753792343435E-021   9.2203755498138714E-021   9.2203758133997762E-021   9.2203761555812390E-021   9.2203765652961876E-021   9.2203770335449802E-021   9.2203775528409160E-021   9.2203781168874124E-021   9.2203787203490477E-021   9.2203793586765391E-021   9.2203800279692389E-021   9.2203807248652951E-021   9.2203814464534719E-021
   9.2203009438363563E-021   9.2203022824384724E-021   9.2203036484831237E-021   9.2203050452058168E-021   9.2203064763428678E-021   9.2203079462294457E-021   9.2203094599215410E-021   9.2203110233488902E-021   9.2203126435094698E-021   9.2203143287238958E-021   9.2203160889942809E-021   9.2203179366148274E-021   9.2203198876013280E-021   9.2203219661628003E-021   9.2203242206098534E-021   9.2203267806311626E-021   9.2203300559286750E-021   9.2203353879036052E-021   9.2203470580951910E-021   9.2203780821020316E-021   9.2204658140227810E-021   9.2207110806953908E-021   9.2213692942022041E-021   9.2230466327017242E-021   9.2270887768895400E-021   9.2362852398210761E-021   9.2560263538358173E-021   9.2960069698252500E-021   9.3724403685341872E-021   9.5105355553738241E-021   9.7467621144792318E-021   1.0130227128222487E-020   1.0722187048699931E-020   1.1591886689407696E-020   1.2805114648765503E-020   1.4399704434608363E-020   1.6343228364690740E-020   1.8479493963230893E-020   2.0496284872575739E-020   2.1969617583101640E-020   2.2513497401638056E-020   2.1969622525804560E-020   2.0496294668297600E-020   1.8479508220356154E-020   1.6343246320265037E-020   1.4399725083033653E-020   1.2805137034992459E-020   1.1591910068187810E-020   1.0722210986523177E-020   1.0130251470883254E-020   9.7467869246295360E-021   9.5105610336397765E-021   9.3724667905373856E-021   9.2960346221269985E-021   9.2560554916988136E-021   9.2363160636029374E-021   9.2271214283782911E-021   9.2230812030417665E-021   9.2214058370408398E-021   9.2207496250720684E-021   9.2205063744927282E-021   9.2204206654294032E-021   9.2203916672059004E-021   9.2203820239774289E-021   9.2203787194102351E-021   9.2203774716771334E-021   9.2203769392719432E-021   9.2203767124569987E-021   9.2203766615322603E-021   9.2203767381837560E-021   9.2203769182015353E-021   9.2203771855695724E-021   9.2203775279935985E-021   9.2203779354714998E-021   9.2203783996826403E-021   9.2203789136290695E-021   9.2203794713810506E-021   9.2203800678825632E-021   9.2203806987984697E-021   9.2203813603924407E-021   9.2203820494289648E-021
